cnn_key,intersection_rows,intersection_measure_types,intersection_n_measure_types,intersection_units_total,intersection_first_install_dt,intersection_last_install_dt,intersection_complete_rows,intersection_has_complete,intersection_statuses,intersection_neighborhoods,has_known_install_date
27485000,1,['Traffic Island'],1,1.0,2014-01-01,2014-01-01,1,True,['Complete'],['Inner Richmond'],True
27535000,1,['Traffic Circle'],1,1.0,2013-03-01,2013-03-01,1,True,['Complete'],['Outer Richmond'],True
27536000,1,['Traffic Island'],1,2.0,2017-05-01,2017-05-01,1,True,['Complete'],['Outer Richmond'],True
27595000,1,['Traffic Island'],1,0.0,,,1,True,['Complete'],['Presidio Terrace'],False
27600000,1,['Traffic Island'],1,0.0,,,1,True,['Complete'],['Presidio Terrace'],False
27609000,1,['Raised Crosswalk'],1,1.0,2022-09-01,2022-09-01,1,True,['Complete'],['Presidio Terrace'],True
27612000,1,['Traffic Island'],1,0.0,,,1,True,['Complete'],['Presidio Terrace'],False
27613000,1,['Raised Crosswalk'],1,1.0,2022-09-01,2022-09-01,1,True,['Complete'],['Presidio Terrace'],True
27619000,1,['Traffic Island'],1,1.0,2014-01-01,2014-01-01,1,True,['Complete'],['Inner Richmond'],True
27621000,1,['Traffic Island'],1,2.0,2014-01-01,2014-01-01,1,True,['Complete'],['Inner Richmond'],True
27622000,1,['Traffic Island'],1,0.0,,,1,True,['Complete'],['Lake Street'],False
27625000,1,['Raised Crosswalk'],1,2.0,2022-09-01,2022-09-01,1,True,['Complete'],['Lake Street'],True
27633000,1,['Traffic Island'],1,2.0,2014-01-01,2014-01-01,1,True,['Complete'],['Lake Street'],True
27645000,1,['Traffic Island'],1,2.0,2017-06-01,2017-06-01,1,True,['Complete'],['Lake Street'],True
27654000,1,['Traffic Island'],1,2.0,2017-05-01,2017-05-01,1,True,['Complete'],[],True
27679000,1,['Traffic Island'],1,1.0,,,1,True,['Complete'],['Outer Sunset'],False
27680000,1,['Traffic Island'],1,1.0,,,1,True,['Complete'],['Outer Sunset'],False
27692000,1,['Traffic Island'],1,1.0,,,1,True,['Complete'],['Outer Sunset'],False
27695000,1,['Raised Crosswalk'],1,1.0,2025-05-01,2025-05-01,1,True,['Complete'],['Outer Sunset'],True
27749000,1,['Traffic Island'],1,1.0,,,1,True,['Complete'],['Outer Sunset'],False
27751000,1,['Traffic Island'],1,1.0,,,1,True,['Complete'],['Outer Sunset'],False
27756000,1,['Traffic Island'],1,1.0,,,1,True,['Complete'],['Outer Sunset'],False
27767000,1,['Traffic Island'],1,1.0,,,1,True,['Complete'],['Outer Sunset'],False
27793000,1,['Raised Crosswalk'],1,1.0,2018-08-01,2018-08-01,1,True,['Complete'],['Golden Gate Park'],True
27926000,1,['Speed Table'],1,1.0,2020-12-01,2020-12-01,1,True,['Complete'],['Outer Sunset'],True
27927000,1,['Traffic Island'],1,1.0,,,1,True,['Complete'],['Outer Sunset'],False
27943000,1,['Speed Table'],1,1.0,2021-03-01,2021-03-01,1,True,['Complete'],['Outer Sunset'],True
27960000,1,['Raised Crosswalk'],1,,,,1,True,['Complete'],['Outer Sunset'],False
27962000,1,['Speed Table'],1,1.0,2020-12-01,2020-12-01,1,True,['Complete'],['Outer Sunset'],True
28005000,1,['Raised Crosswalk'],1,1.0,2016-06-01,2016-06-01,1,True,['Complete'],['Sutro Heights'],True
28089000,1,['Speed Hump'],1,1.0,,,1,True,['Complete'],['Potrero Hill'],False
28180000,1,['Raised Crosswalk'],1,1.0,,,1,True,['Complete'],['Telegraph Hill'],False
30053000,1,['Raised Crosswalk'],1,1.0,,,1,True,['Complete'],['Lower Nob Hill'],False
30076000,1,['Raised Crosswalk'],1,1.0,2020-11-01,2020-11-01,1,True,['Complete'],['Lower Nob Hill'],True
30711000,1,['Raised Crosswalk'],1,1.0,,,1,True,['Complete'],['North Beach'],False
30759000,1,['Raised Crosswalk'],1,1.0,,,1,True,['Complete'],['Mint Hill'],False
30763000,1,['Raised Crosswalk'],1,1.0,,,1,True,['Complete'],['Marina'],False
30769000,1,['Raised Crosswalk'],1,1.0,,,1,True,['Complete'],['Nob Hill'],False
32856000,1,['Raised Crosswalk'],1,1.0,2021-02-01,2021-02-01,1,True,['Complete'],['Panhandle'],True
32935000,1,['Traffic Island'],1,0.0,,,1,True,['Complete'],[],False
32969000,1,['Traffic Circle'],1,1.0,2013-01-01,2013-01-01,1,True,['Complete'],['Westwood Park'],True
33128000,1,['Traffic Circle'],1,1.0,2005-10-01,2005-10-01,1,True,['Complete'],['Hunters Point'],True
33389000,1,['Traffic Island'],1,1.0,2009-06-01,2009-06-01,1,True,['Complete'],[],True
33412000,1,['Traffic Island'],1,1.0,2014-01-01,2014-01-01,1,True,['Complete'],['Ingleside Terraces'],True
33479000,1,['Traffic Circle'],1,1.0,,,1,True,['Complete'],['Parkmerced'],False
33480000,1,['Traffic Circle'],1,1.0,,,1,True,['Complete'],['Parkmerced'],False
33481000,1,['Traffic Circle'],1,1.0,,,1,True,['Complete'],['Parkmerced'],False
33483000,1,['Traffic Circle'],1,1.0,,,1,True,['Complete'],['Parkmerced'],False
33484000,1,['Traffic Circle'],1,1.0,,,1,True,['Complete'],['Parkmerced'],False
33485000,1,['Traffic Circle'],1,1.0,,,1,True,['Complete'],['Parkmerced'],False
33489000,1,['Traffic Circle'],1,1.0,,,1,True,['Complete'],['Parkmerced'],False
33490000,1,['Traffic Circle'],1,1.0,,,1,True,['Complete'],['Parkmerced'],False
33604000,1,['Traffic Island'],1,1.0,2009-06-01,2009-06-01,1,True,['Complete'],[],True
33620000,1,['Traffic Circle'],1,1.0,,,1,True,['Complete'],['Showplace Square'],False
33695000,1,['Median Extension'],1,1.0,,,1,True,['Complete'],[],False
34017000,1,['Raised Crosswalk'],1,1.0,,,1,True,['Complete'],['Hayes Valley'],False
34186000,1,['Left Turn Traffic Calming'],1,1.0,2020-08-01,2020-08-01,1,True,['Complete'],['Mission Bay'],True
35050000,1,['Traffic Circle'],1,1.0,2014-09-01,2014-09-01,1,True,['Complete'],['Mission Bay'],True
50091000,1,['Raised Crosswalk'],1,1.0,,,1,True,['Complete'],['South Beach'],False
54054000,1,['Raised Crosswalk'],1,1.0,,,1,True,['Complete'],['Lower Haight'],False
54055000,1,['Raised Crosswalk'],1,1.0,,,1,True,['Complete'],['Lower Haight'],False
